release,release_date,filename,url,md5_hash
DepMap Public 25Q3,2025-09-25,ScreenSequenceMap.csv,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/25q3-public-6202.1/ScreenSequenceMap.csv?response-content-disposition=attachment%3B+filename%3D%22ScreenSequenceMap.csv%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1767342133&Signature=mCcha%252Fh2C9ZkpsoqhnOGBNAB25zPcnRJfdsR87ceHfC21TaNi%252B7tj71RHV620mLK59pSWye4IepOvLYmbDdW%252FMhrHIeq9dRwaFpTMQzIOpKSVLCIJNWNurTqkGcqQ2yHNPoqBntKXxbyvOvLzEo9GApnk4ZJ3G5SUClppkFsLas4Q3LmPCy4SXbizck7sqTAfFEDuqCcbZd5%252FUC1svdFdk8kWIgeLszCIBxGSqV4962uUwe4w2ujArhr9d61iLL9mMrUc%252FVUyPqNwPV3ZBJd4jBLU0DCqJrJmv5M2PTF0PvMY3P8pnPDF6qBRtHJXr3OupH8RIDJkYmgKrHvkaFKiQ%3D%3D&userProject=broad-achilles,89d80c3c894672e80bdb8eb165c298dd
DepMap Public 25Q3,2025-09-25,README.txt,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/public-25q3-b56c.78/README.txt.txt?response-content-disposition=attachment%3B+filename%3D%22README.txt%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1767342133&Signature=QArXFnKq0LM%252BqvYTXFqCPxOxwWZsbaSmNEwg%252BvmefbYWSWfR7EKbsJgSCYQ32nNeZQVAP7L6dAR95ovcFbO0ym%252F17OhbneVEGLA7I21IfLt9jxgMKp6jx3IcLdEiH4gG3KKfKTxUj4Xvk7KS%252FudGyP57o0nFcY7m%252BRpOHEEtMRLgfO6VSBiDF1nNtFHN7Ae%252B1WY20xqoZU7E6lJzyXwOTW6Xwdn7lonqFTwDeEC9a05ngOSbtPGt%252BWzg7fnwg3i2UWaNs5HE9wv8%252BreDdQ80GsoESh7YiOPLuTFRYoLQcXsJdFpewolW6PeDMBGDt5p8sIWKAz82hKjAQtmwXtD5NQ%3D%3D&userProject=broad-achilles,cb60b69f708e3afe7bf82f32c0183417
DepMap Public 25Q3,2025-09-25,SubtypeMatrix.csv,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/public-25q3-b56c.77/SubtypeMatrix.csv?response-content-disposition=attachment%3B+filename%3D%22SubtypeMatrix.csv%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1767342133&Signature=QYPQcaBxgqqqsqBPTM%252F6SldN345QISqA2XPwe6ruDjVJy8G3I3UtWd9v0gAg8QQYWlHsTGrAfYOV7FC%252F0LpH%252FJz%252FXrZcyZ9gyCbawuTCVahYu2OJuiz0Do7HNTMkiY0I3EbKOiloxocH7Pvdi3ocmuggHII4qGDkjKPt2OEH2USUuPBPTq%252BUYH6uDIdjPHfvzzMKsh2KhIyGSJJt3SJ7LzNXlEKekquZohS%252FQd3K4gJVsSviEhCqhFWky%252BSstS4yzr%252B9ZxjnbHRsavDTYX6BDuyUoavYFNQyyVQzRJBoHkS7xwGkY%252FU5CDWChx%252BjMKB3ZOP5vOsdA6GS7VlBqYfhHg%3D%3D&userProject=broad-achilles,f8559717a257ed3d69559e133ccb0397
DepMap Public 25Q3,2025-09-25,SubtypeTree.csv,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/public-25q3-b56c.76/SubtypeTree.csv?response-content-disposition=attachment%3B+filename%3D%22SubtypeTree.csv%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1767342133&Signature=An2RgNPjsrOnLxZfWAfSYJhMLlaCG7PVTZWm3Wz8Zwec2DX7pNVBpVnxMJOjJ3z4NMgfDmoGfIeRHT4P6Amfqn7AnOCU7jGqPxWjjx3Nwg6EAaKY3Z5TjM2bHsYDcVOupuzlLSYuKT2RyEfi8ItmO9K3QfiQdeKE5E%252FmgmHCiaxdGO8KbtQBY1Rvov6iaNPa8BE%252F6kCtOd7mD48jXFyUGYERn9AbtMvcbFczdYILT9oZCUKS9qRVbn5cA3CKDVgh%252Fiur9BZ4v4wEet50lkPJV3b%252BtJZInOQUs%252FZzchn5n63AuAtcESSRP0ClTYKjs6ze7%252FpzY08TgdyBN%252BiYoPUmLg%3D%3D&userProject=broad-achilles,f0cf2ed6630fc0f4ad27a1a83c6332a4
DepMap Public 25Q3,2025-09-25,ScreenGeneEffect.csv,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/25q3-public-6202.1/ScreenGeneEffect.csv?response-content-disposition=attachment%3B+filename%3D%22ScreenGeneEffect.csv%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1767342133&Signature=OxqMi1ggVSltBaJNmhqA8VgHmAbPNHsbCV3T0vQEQJ4TCKW0Dd%252BW6%252FHNOJBWlOa%252FClwE%252FfEjlXtORB1%252FlfU%252BFCT8MQeH7kV2Tns0IiJcYNXI8rIj5YSu7n%252B2M7bgbqtuBHU1km2ybcIDj4tjJmJ2A7Ry5aksiJOHl0Nr3ZKJ9evJVS0WUiVWOJ27S2oC8Fe28Xss7M17%252Fq%252BacualPY70Po%252BiK8BXyyAym1n4FwtVVqlkELYZFaXw5A%252B6JFpJjOG8R9z2GzhR6I6qia6KYgFxAwdjHZDWGkjYkaN5l9jg2ly8BsCHLCGqU2OUjs%252F3%252BCfbK8z9gWQ65D29vOc6mt0bNA%3D%3D&userProject=broad-achilles,2a8d9149bc2623cb0dd53361f2d7c5bc
DepMap Public 25Q3,2025-09-25,ScreenGeneEffectUncorrected.csv,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/25q3-public-6202.1/ScreenGeneEffectUncorrected.csv?response-content-disposition=attachment%3B+filename%3D%22ScreenGeneEffectUncorrected.csv%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1767342133&Signature=AmG2ZtC9myHpf0%252FZULYirLhFBcphWx0fCSkoETcBYmDFrImM4jt8Xb3UTHJH1re0M%252B8DD70DpD5tSY0Dgkh6%252FA9VEIlgR3d70qVZaBwSaUlEUa3UFQVLsY4rpYsDTjuH8U1AqiT67hctF3TrXw5%252B2%252BO2jlJ%252B%252F6aHsOD4kiM92uMAmJresqHAlc6p4pI7lkj6gGYd%252FKghOHdVRaDdXlTFhYe1UXlGEkVmm9pozXDYtMazRGUExeWzk0MirkJj%252B1%252BVdsaZo2KfYmM55y0QzKZMrwH30YGTGzI6ytK5IN9XJjIowtb1SnmxZN9D86Biri4RHSXVAbwzWz3Hd%252BueKrOfFA%3D%3D&userProject=broad-achilles,87b17cb29cdce052c79b322ee1cea01f
DepMap Public 25Q3,2025-09-25,ScreenNaiveGeneScore.csv,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/25q3-public-6202.1/ScreenNaiveGeneScore.csv?response-content-disposition=attachment%3B+filename%3D%22ScreenNaiveGeneScore.csv%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1767342133&Signature=M2%252Fi2ymxqqHJM%252BoK7k%252FdFrj4uYfvBGL60bZEpwoOs%252BBanpBGsz1hzLGkVULChBwqohB7EZDZZ3sC%252BuxwA3xgfJ%252B5j5SgLEdxCzgJaIdHZe8R9DrCBkmOeagnH7jivZZw%252BVHaSXbAagD%252FkONPxN3yiYCC8NON51w3FfK5YuENzHxXQ3m5ojhlbc5C7MdJP9a549%252FeLtv8VFZywrqwEJFo5dMQK%252Fu9ylAirrd2ZXir%252F7z%252BzQwWZbuHGE1hw%252F4IOtECqRduAJvj1bDZ0sx0gRJxl5oRld00YdLH6Qu0xMLv66g0qW6q6eYqWy%252FLiQ9UPaRXRGT8Vi8DGzg51%252BJUmjKXqg%3D%3D&userProject=broad-achilles,ce0d3c5bb8ab0844107e70ce9b3f0d53
DepMap Public 25Q3,2025-09-25,ScreenGeneDependency.csv,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/25q3-public-6202.1/ScreenGeneDependency.csv?response-content-disposition=attachment%3B+filename%3D%22ScreenGeneDependency.csv%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1767342133&Signature=hovxQ%252Bq25sgd2P%252F6gM0G%252BscCtseZk9Q54OujIUnKgwhOWaNxVCgCZNjGIlGDExoRCfEQAP8wGvYEC2EWKnKYRk69pG3v5mZ%252FyExOOT53GNEA3A%252F35tnV9uHsL2TfEaCCfDWGg9okgSMKQTrloTedoMin3pWC0%252Bk%252FU%252F0cx69c2pwsjWZQAH5siWVn%252FC1E%252BmM8EienJUXls224nn1IADdJOoBQl1Cc%252FvmX3Fxu%252BAuaAW5W3vS8Uj9z2g6i3%252BCTQwZmc2NXmom4VKBkrAzHGEiKvUT1QkFx1K0T9nVOYPQpPLrSXY6BLMwfvv2RbEulasWiqyQRtpXK6ERwTZd%252FzqTCXA%3D%3D&userProject=broad-achilles,020168d1b7b5cfab98e70ccad01d27fd
DepMap Public 25Q3,2025-09-25,CRISPRScreenMap.csv,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/25q3-public-6202.1/CRISPRScreenMap.csv?response-content-disposition=attachment%3B+filename%3D%22CRISPRScreenMap.csv%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1767342133&Signature=Bv8SrIGd6iQaKzx5n2WImbU3XTxwPRmid5c9eQTgN1H9FwFW4SdSlUu2MyGiW8fKh56wJEx0w2t8%252F5UGkAKZl7s1VxkifoTQ0TBrlVoV3nLHoaR34vgHuTZPtTEgD0xgvChJHAoxPXvIvY7YJUEl%252Fo7yPQ6P2Z%252FXAApECRGqdAf5u8lLhBVoVYY4L8J1RJ6%252FSJ5paOXZi49lkZMBCcnFqI2jghwOIRut2sVJM7Z5EoRHqiryHmthCw69hmP4wOt9McXz9%252Bz%252BoGM57YS4l5TBz0PFOLSPoXFRNQLB43gqPvOtO99fC31zZeQTlxMGy6tuOV%252Bz7BG0IS1pAgeUtzl4zw%3D%3D&userProject=broad-achilles,660871c09b697afa11b02f87a8996a35
DepMap Public 25Q3,2025-09-25,CRISPRGeneEffect.csv,https://storage.googleapis.com/depmap-external-downloads/downloads-by-canonical-id/25q3-public-6202.1/CRISPRGeneEffect.csv?response-content-disposition=attachment%3B+filename%3D%22CRISPRGeneEffect.csv%22&GoogleAccessId=depmap-external-downloads%40broad-achilles.iam.gserviceaccount.com&Expires=1767342133&Signature=NkMSg0P64F1QY7b%252FC3srnoKain3BERqrEsLvqlYDwQbah%252BwSV6%252BfOBLRt545qnk6Z9EQy7b7z9lENM%252BDuFhVsYfIecDe0qTpheD8dBqIdBKoejYAE2ZuCwiMNHgzJqdtoNiKprAzYkuKP5AXLz6rru93Di45f0te%252BSFTrkF0Bndotrk8LxONCXL0lRXTRoMmIj80m7AM747vjhvKkcMPvnywGSW0IYf%252BjyWuQI%252BCLyBEpNI58g%252FhpH2qKo1yfYxeIRqZSFnY7Hso95DwkIeCTk%252FFKs5abx%252BQGXZ13EKBTf%252FHCCDj7B5MUOKQZ1xIAFeOmSNiQO2NkLg04gYMQe1NBA%3D%3D&userProject=broad-achilles,ad2fcd4af2e8e2cf28a9fc49f0c822da
